age,marital_status,education_level,annual_income,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,installment,grade_subgrade,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,num_of_delinquencies
36,Married,Master's,41925.48,3493.79,Employed,0.462,715,23288.3,Other,15.08,60,555.01,C2,9,49510.22,12452.18,4,0,6
60,Widowed,Bachelor's,46356.01,3863.0,Student,0.118,713,10540.2,Business,9.02,36,335.27,C5,5,53943.73,27749.35,1,0,1
36,Married,High School,27201.08,2266.76,Employed,0.256,703,11332.62,Debt consolidation,10.07,36,366.04,C3,1,37663.72,12245.19,2,0,3
46,Married,PhD,24839.84,2069.99,Employed,0.112,774,23602.46,Debt consolidation,13.42,60,542.12,B4,4,32061.03,7931.41,1,2,1
51,Single,Bachelor's,97088.11,8090.68,Employed,0.13,778,15925.12,Debt consolidation,12.68,36,534.13,B4,4,91211.58,11857.06,1,0,1
58,Single,Bachelor's,27645.22,2303.77,Employed,0.146,718,6330.68,Home,10.26,36,205.05,C1,6,31268.28,15972.51,0,0,1
21,Married,Bachelor's,98607.64,8217.3,Employed,0.086,633,18344.69,Other,10.77,36,598.59,D3,6,115359.47,45995.09,0,0,1
44,Single,High School,20514.61,1709.55,Employed,0.577,579,7985.29,Medical,13.95,60,185.6,F3,2,20414.9,9996.6,5,1,5
64,Single,High School,15538.27,1294.86,Employed,0.188,749,908.06,Car,13.89,36,30.99,B3,2,23689.23,4007.44,3,0,4
26,Single,High School,21406.14,1783.84,Unemployed,0.29,644,19972.88,Debt consolidation,9.86,36,643.16,D2,6,17678.35,7264.74,0,0,0
52,Single,Bachelor's,14518.67,1209.89,Unemployed,0.254,782,4125.75,Medical,8.75,36,130.72,B3,5,22513.07,15490.49,3,0,4
44,Married,Bachelor's,44217.27,3684.77,Employed,0.127,507,21018.87,Other,17.5,36,754.62,F1,4,51517.81,9970.2,6,0,6
38,Married,Bachelor's,25743.59,2145.3,Self-employed,0.226,644,20396.89,Medical,12.64,36,683.72,D3,7,28532.76,8406.55,2,0,3
27,Single,Bachelor's,81422.28,6785.19,Employed,0.166,714,5501.72,Business,13.56,36,186.86,C4,5,94025.52,47949.67,1,0,1
69,Single,Bachelor's,40839.83,3403.32,Employed,0.383,627,1819.6,Home,16.62,36,64.53,D3,2,61225.72,15367.97,1,0,1
63,Married,Bachelor's,18535.39,1544.62,Unemployed,0.339,723,10186.31,Other,8.09,36,319.63,C3,5,19046.27,1034.41,6,0,6
49,Single,Master's,30886.99,2573.92,Employed,0.162,675,500.0,Debt consolidation,9.62,60,10.53,C4,3,28467.76,21655.3,0,0,0
49,Married,Bachelor's,18931.58,1577.63,Employed,0.1,824,13976.09,Other,10.09,36,451.56,A5,4,29377.25,15758.47,1,0,1
30,Single,Bachelor's,27676.58,2306.38,Employed,0.253,625,6343.86,Business,12.31,60,142.11,D4,6,35902.11,8131.91,3,0,4
30,Married,High School,15252.51,1271.04,Self-employed,0.226,642,16950.07,Education,12.52,60,381.51,D1,4,24432.93,15497.11,4,0,5
66,Married,Bachelor's,25243.98,2103.66,Self-employed,0.43,731,11692.9,Medical,14.45,36,402.2,C2,6,43139.74,34683.26,1,0,2
40,Married,High School,34913.08,2909.42,Employed,0.016,703,16940.63,Education,12.1,36,563.48,C4,0,52056.34,5330.75,1,0,2
68,Single,Bachelor's,13978.68,1164.89,Employed,0.231,822,13163.32,Other,8.66,36,416.51,A2,3,21783.73,6445.85,1,0,2
40,Married,Bachelor's,18135.88,1511.32,Employed,0.154,708,8432.93,Debt consolidation,9.94,60,178.93,C4,2,11785.95,4257.82,2,0,2
34,Single,High School,53244.5,4437.04,Employed,0.014,650,19313.34,Education,12.85,60,437.96,D2,6,75659.18,66147.83,2,0,2
74,Single,Bachelor's,13287.05,1107.25,Employed,0.07,595,28763.38,Car,14.36,60,674.65,E1,2,20562.96,3101.5,3,0,4
58,Single,High School,53622.51,4468.54,Self-employed,0.249,749,32376.36,Medical,13.54,60,745.64,B2,1,77955.25,9219.12,0,0,0
73,Single,High School,47270.73,3939.23,Employed,0.137,782,32638.23,Debt consolidation,10.86,60,707.36,B3,4,58942.08,40686.74,0,0,2
30,Married,Other,34552.24,2879.35,Employed,0.228,594,3678.3,Other,14.84,36,127.22,E1,7,45381.82,5349.76,2,0,3
39,Single,Other,27110.3,2259.19,Employed,0.197,624,3921.67,Other,15.96,36,137.8,D2,3,26791.77,19358.66,1,0,1
21,Single,Master's,62758.7,5229.89,Self-employed,0.182,710,30273.87,Car,13.17,36,1022.53,C4,9,78175.54,31835.04,2,0,2
64,Married,High School,45268.89,3772.41,Unemployed,0.262,576,500.0,Debt consolidation,12.96,36,16.84,F1,5,47617.76,37627.94,3,0,3
54,Single,PhD,36822.03,3068.5,Unemployed,0.098,650,10204.17,Debt consolidation,9.09,60,212.27,D2,6,27433.43,1747.51,0,0,0
28,Married,Master's,13203.64,1100.3,Self-employed,0.075,778,33533.81,Debt consolidation,4.61,36,999.18,B5,2,19781.82,5424.44,2,0,3
53,Married,High School,45065.71,3755.48,Employed,0.148,718,19477.84,Car,11.03,36,637.96,C3,0,23169.57,21844.26,2,0,2
27,Single,High School,29720.99,2476.75,Employed,0.178,656,7870.51,Debt consolidation,12.24,60,176.03,D1,4,44028.21,36386.32,4,0,4
45,Married,Master's,52628.69,4385.72,Unemployed,0.226,649,7236.11,Medical,12.67,36,242.66,D2,6,70938.54,7826.44,1,0,2
56,Married,Bachelor's,77136.08,6428.01,Retired,0.195,644,24231.71,Car,14.36,60,568.36,D1,6,69231.37,39314.36,3,0,3
71,Divorced,High School,19171.63,1597.64,Employed,0.366,787,19497.47,Car,9.81,36,627.39,B3,1,20462.97,5520.93,2,0,2
32,Married,PhD,46400.2,3866.68,Employed,0.143,720,23562.76,Home,10.05,60,501.22,C3,6,41951.74,28641.09,0,0,2
47,Married,Master's,22149.16,1845.76,Employed,0.487,733,15717.78,Business,11.07,60,342.29,C1,4,30212.91,10564.32,2,0,3
55,Married,High School,38209.68,3184.14,Unemployed,0.19,590,25520.21,Other,13.56,60,588.01,E1,2,23514.46,22263.45,4,0,5
63,Married,Master's,16150.56,1345.88,Self-employed,0.357,608,13666.56,Debt consolidation,12.33,36,456.08,E1,7,15659.41,9021.74,4,2,4
41,Married,High School,17014.81,1417.9,Employed,0.377,612,500.0,Car,16.53,36,17.71,D5,6,20912.3,15601.08,4,0,4
54,Single,Bachelor's,69568.93,5797.41,Employed,0.241,676,14472.8,Vacation,11.36,36,476.29,C4,5,56972.73,32047.8,1,0,1
63,Married,High School,41346.16,3445.51,Retired,0.152,677,10137.72,Debt consolidation,10.08,36,327.5,C4,1,56783.13,33453.89,1,0,1
66,Divorced,High School,35392.02,2949.33,Unemployed,0.187,531,5384.26,Business,15.88,36,188.98,F2,8,48706.61,33520.3,2,0,3
53,Divorced,Bachelor's,22662.09,1888.51,Retired,0.049,752,13620.42,Debt consolidation,10.96,36,445.66,B5,4,24336.31,23032.66,1,0,2
23,Single,Bachelor's,22377.87,1864.82,Employed,0.235,776,10100.19,Education,8.67,36,319.63,B5,2,24073.5,15964.23,2,0,3
23,Married,Bachelor's,27161.71,2263.48,Self-employed,0.388,633,500.0,Other,14.07,60,11.65,D5,7,46593.03,36243.45,3,0,3
49,Single,Bachelor's,46626.81,3885.57,Employed,0.419,636,22388.48,Home,12.86,36,752.85,D1,6,45456.53,25163.11,3,0,3
57,Married,Bachelor's,57774.43,4814.54,Employed,0.361,675,22560.84,Other,12.7,36,756.91,C1,6,63538.24,24375.68,3,0,3
51,Married,Master's,56699.22,4724.94,Self-employed,0.101,709,15590.18,Debt consolidation,13.07,36,525.82,C1,5,50066.33,35301.37,0,0,1
65,Married,Master's,54056.86,4504.74,Employed,0.245,593,16296.92,Debt consolidation,13.24,36,550.99,E3,1,39861.32,21051.99,4,0,4
45,Single,High School,23855.16,1987.93,Student,0.196,627,2682.67,Medical,16.5,36,94.98,D1,4,22251.18,14069.21,0,1,1
59,Single,Bachelor's,64010.31,5334.19,Employed,0.181,683,18342.64,Business,13.35,36,621.13,C4,5,58293.69,29516.22,3,0,3
48,Married,Bachelor's,66229.33,5519.11,Employed,0.113,624,19706.61,Debt consolidation,15.97,36,692.53,D3,6,83342.25,63121.0,2,0,3
29,Single,Master's,170665.74,14222.14,Employed,0.283,719,16279.44,Debt consolidation,12.17,60,363.53,C4,3,182954.19,141462.49,5,0,6
28,Single,High School,105456.28,8788.02,Self-employed,0.182,573,15424.34,Car,13.88,60,357.94,F5,3,117746.04,31240.77,5,0,5
42,Single,Master's,21943.08,1828.59,Employed,0.453,704,16873.44,Debt consolidation,10.72,60,364.52,C1,4,22293.37,19892.05,3,0,4
59,Married,Master's,106715.58,8892.96,Unemployed,0.15,577,12654.23,Vacation,12.85,36,425.46,F3,3,119843.35,86163.13,5,0,5
29,Married,Master's,26087.2,2173.93,Employed,0.092,692,20535.17,Education,12.84,36,690.33,C3,5,29961.3,3570.39,1,1,1
28,Single,Master's,30983.87,2581.99,Employed,0.205,707,17777.7,Education,11.07,60,387.15,C2,6,34686.19,9876.73,2,0,2
41,Married,High School,41451.18,3454.26,Employed,0.228,751,17267.35,Debt consolidation,12.53,36,577.9,B2,2,44359.51,33042.9,1,0,1
34,Single,PhD,22027.94,1835.66,Self-employed,0.065,678,2798.17,Debt consolidation,10.9,36,91.48,C1,5,30664.74,3491.93,1,0,3
70,Married,High School,45472.73,3789.39,Unemployed,0.136,602,18494.23,Business,17.02,36,659.55,E1,2,37543.37,11700.83,1,0,2
41,Married,High School,22922.37,1910.2,Employed,0.035,671,9498.75,Other,14.42,36,326.59,C3,8,21103.34,18603.98,1,0,2
66,Married,Bachelor's,77706.19,6475.52,Unemployed,0.128,583,31025.69,Debt consolidation,14.85,36,1073.24,E3,4,110190.67,44114.78,6,0,6
45,Married,Bachelor's,34956.94,2913.08,Employed,0.083,638,24943.63,Debt consolidation,11.89,36,827.18,D5,4,42886.24,16619.83,0,0,0
55,Married,High School,31293.86,2607.82,Employed,0.279,717,18067.16,Car,13.53,36,613.38,C3,2,28101.49,26516.12,1,0,1
64,Married,Other,51736.76,4311.4,Employed,0.102,722,7443.63,Car,9.74,60,157.2,C4,4,48771.42,40133.29,1,0,1
49,Married,Master's,44747.86,3728.99,Employed,0.3,679,20027.3,Debt consolidation,13.95,36,684.0,C2,5,48576.23,17610.74,3,0,4
73,Married,High School,44945.73,3745.48,Employed,0.427,723,21950.59,Car,14.68,36,757.49,C3,3,62154.73,5216.69,3,0,3
68,Single,Master's,27644.43,2303.7,Employed,0.071,665,2437.32,Debt consolidation,9.79,36,78.41,D5,9,37425.89,33914.58,2,0,3
38,Married,High School,95429.63,7952.47,Unemployed,0.262,655,34211.47,Debt consolidation,11.68,36,1131.09,D2,3,104904.06,91406.6,0,0,0
46,Married,Bachelor's,81564.45,6797.04,Employed,0.03,675,16582.46,Home,9.99,60,352.25,C5,6,99621.11,35346.31,4,0,5
72,Single,High School,34416.03,2868.0,Unemployed,0.1,681,28840.18,Debt consolidation,11.81,60,638.77,C3,6,46757.69,28772.46,4,0,6
35,Married,Bachelor's,32753.87,2729.49,Unemployed,0.083,623,8989.03,Debt consolidation,12.0,36,298.56,D2,3,43638.93,15480.19,5,0,7
44,Married,Bachelor's,31028.3,2585.69,Student,0.326,699,24011.0,Education,12.67,36,805.21,C1,3,49273.65,13237.26,0,0,2
64,Widowed,Master's,44362.23,3696.85,Employed,0.126,678,4156.06,Business,8.6,36,131.39,C3,4,64989.4,60694.15,0,0,0
30,Single,High School,37777.43,3148.12,Self-employed,0.01,629,12230.01,Other,12.96,36,411.84,D5,6,38387.32,20101.47,2,0,2
64,Single,High School,52153.49,4346.12,Employed,0.083,575,18875.71,Education,14.4,36,648.8,F5,6,81012.28,36464.92,0,0,0
40,Single,Master's,27852.35,2321.03,Employed,0.088,622,5539.42,Debt consolidation,12.48,36,185.26,D5,3,23777.72,10941.18,3,0,3
58,Married,Master's,51539.81,4294.98,Employed,0.274,669,26519.23,Education,12.53,60,597.03,D4,4,69276.04,54258.84,2,0,2
30,Divorced,Other,37754.6,3146.22,Self-employed,0.063,697,12505.5,Debt consolidation,11.78,36,414.05,C3,5,61108.75,22144.6,0,1,0
42,Single,High School,43024.33,3585.36,Employed,0.134,717,9720.85,Education,13.28,60,222.58,C4,5,65798.46,17958.59,3,0,3
63,Single,High School,47455.24,3954.6,Self-employed,0.418,589,5499.89,Debt consolidation,14.16,36,188.4,E3,4,28098.59,20213.24,3,0,4
34,Married,Bachelor's,48426.78,4035.56,Employed,0.172,767,14260.19,Debt consolidation,8.68,36,451.35,B4,5,30662.48,4707.31,0,0,0
63,Single,High School,30115.08,2509.59,Employed,0.063,626,26124.7,Debt consolidation,12.42,60,586.69,D5,5,26831.31,11697.76,1,0,1
31,Married,High School,39150.57,3262.55,Employed,0.076,725,26269.41,Debt consolidation,8.3,60,536.43,C5,8,39207.29,37134.99,1,0,1
33,Single,Master's,67788.14,5649.01,Retired,0.159,630,14714.14,Debt consolidation,14.38,36,505.61,D3,6,93580.44,26571.69,3,0,3
73,Single,Bachelor's,29420.96,2451.75,Retired,0.055,840,15024.65,Business,10.25,36,486.57,A4,5,26100.37,21569.5,0,0,1
68,Married,Bachelor's,93975.43,7831.29,Employed,0.058,701,4235.87,Debt consolidation,9.83,60,89.65,C1,5,77810.74,37559.09,0,0,1
28,Married,PhD,20635.93,1719.66,Employed,0.09,609,10232.86,Education,14.31,36,351.28,E3,1,30293.7,2976.22,2,0,2
32,Married,Bachelor's,38484.31,3207.03,Self-employed,0.209,708,18068.48,Business,13.36,36,611.94,C5,4,30393.18,27352.55,3,0,3
60,Single,High School,36500.32,3041.69,Employed,0.13,612,11551.59,Business,12.26,36,385.11,D4,4,57451.7,33828.05,3,0,5
29,Divorced,Bachelor's,93875.21,7822.93,Employed,0.345,583,3417.47,Education,14.13,60,79.75,E5,7,89891.6,26162.76,3,0,3
42,Married,Bachelor's,26007.65,2167.3,Employed,0.248,712,28647.07,Vacation,10.0,36,924.36,C1,3,34521.94,16133.02,5,0,5
29,Single,Bachelor's,38434.54,3202.88,Student,0.288,601,33587.4,Debt consolidation,14.21,60,785.18,E4,5,56566.01,41686.48,2,0,3
23,Single,High School,20362.7,1696.89,Employed,0.075,695,10964.27,Debt consolidation,12.73,36,368.01,C3,13,36383.7,6243.64,1,0,1
36,Single,Master's,43782.89,3648.57,Employed,0.169,741,10252.72,Debt consolidation,12.32,60,229.73,B1,5,62490.61,33928.94,4,0,4
22,Married,High School,26465.76,2205.48,Employed,0.086,683,10840.66,Debt consolidation,10.95,36,354.65,C5,5,24469.33,15669.33,2,0,2
46,Married,Master's,33752.8,2812.73,Employed,0.233,642,14223.44,Debt consolidation,15.83,36,498.86,D3,5,30736.79,2872.24,1,0,2
58,Single,Bachelor's,60049.34,5004.11,Employed,0.223,630,15956.61,Car,12.43,60,358.42,D2,10,44378.83,40713.45,0,0,0
37,Single,Bachelor's,26473.09,2206.09,Unemployed,0.245,649,2094.53,Medical,14.12,60,48.87,D3,6,36346.75,15404.89,3,0,3
75,Widowed,Bachelor's,28088.29,2340.69,Employed,0.149,668,19693.47,Education,11.68,60,434.89,D1,7,21518.08,15827.47,3,0,3
38,Single,High School,41654.56,3471.21,Self-employed,0.093,735,22988.99,Debt consolidation,11.7,36,760.27,C5,5,55125.76,13243.59,2,0,3
38,Married,Bachelor's,44160.18,3680.02,Employed,0.149,713,15878.87,Debt consolidation,9.96,36,512.07,C4,5,70839.67,36943.34,1,0,1
72,Married,Bachelor's,71755.36,5979.61,Unemployed,0.338,705,10178.32,Debt consolidation,10.28,36,329.77,C3,5,52312.7,4257.63,6,0,8
66,Single,Master's,95769.94,7980.83,Employed,0.151,598,500.0,Home,17.31,36,17.9,E1,5,57211.52,54311.2,6,0,6
50,Single,Bachelor's,52613.71,4384.48,Self-employed,0.253,585,22621.65,Debt consolidation,16.05,36,795.87,E1,1,44911.56,21111.47,6,0,6
35,Married,High School,50243.42,4186.95,Employed,0.295,643,18674.86,Business,16.79,60,462.01,D5,7,36138.97,32936.12,1,0,1
58,Single,High School,32164.46,2680.37,Employed,0.185,647,16053.89,Other,15.5,36,560.45,D1,7,37872.17,33611.09,1,1,1
73,Single,Bachelor's,25864.42,2155.37,Employed,0.403,712,16626.47,Debt consolidation,12.25,36,554.22,C4,4,40543.52,36238.1,6,0,7
29,Single,High School,12744.63,1062.05,Retired,0.123,686,13197.4,Medical,11.79,60,292.17,C5,4,12064.45,3977.86,3,0,4
53,Married,High School,16619.48,1384.96,Employed,0.193,627,21722.04,Debt consolidation,15.2,36,755.13,D4,5,20203.59,4288.68,3,0,3
52,Single,Other,27464.3,2288.69,Unemployed,0.019,659,14653.54,Education,13.34,36,496.14,D3,3,37981.97,12853.77,1,0,1
67,Single,High School,44189.74,3682.48,Employed,0.222,593,6858.26,Debt consolidation,14.98,36,237.68,E4,8,68987.05,58808.25,4,0,4
70,Married,High School,18339.0,1528.25,Employed,0.013,663,6334.55,Other,12.63,36,212.31,D1,4,30364.92,28360.39,3,0,3
22,Divorced,Master's,49358.37,4113.2,Employed,0.142,752,24221.42,Other,8.89,36,769.0,B3,2,34634.23,19357.96,1,0,2
53,Married,PhD,55894.24,4657.85,Employed,0.254,690,26631.69,Other,13.18,36,899.64,C1,12,91925.97,86991.25,2,0,2
21,Single,High School,23258.94,1938.24,Unemployed,0.144,683,19103.8,Other,12.82,36,642.03,C3,3,16855.59,13637.23,2,0,2
29,Married,High School,9435.69,786.31,Employed,0.075,729,6780.9,Debt consolidation,14.22,36,232.48,C2,7,17977.76,3044.57,0,0,0
28,Single,High School,9831.48,819.29,Self-employed,0.037,691,20129.46,Business,13.21,36,680.28,C4,7,16671.62,9076.03,2,0,2
63,Single,Bachelor's,65227.13,5435.59,Retired,0.104,690,6048.84,Car,11.4,36,199.18,C2,7,96391.78,62961.23,3,0,4
34,Married,Master's,11079.24,923.27,Employed,0.181,656,12290.84,Debt consolidation,12.22,60,274.77,D2,5,13748.26,12549.88,1,0,1
57,Married,Bachelor's,51335.84,4277.99,Student,0.271,618,15222.83,Debt consolidation,13.0,36,512.92,D3,3,32313.12,18304.61,1,0,1
46,Single,Bachelor's,37386.33,3115.53,Employed,0.176,659,29717.18,Home,14.14,60,693.63,D3,6,43254.89,25676.86,2,0,2
43,Married,Bachelor's,22106.25,1842.19,Self-employed,0.143,546,10354.41,Debt consolidation,17.95,36,374.08,F3,7,22197.33,9150.14,3,0,4
22,Divorced,Master's,28691.53,2390.96,Retired,0.241,709,21015.96,Home,13.21,36,710.24,C2,3,31467.95,27226.97,4,0,4
69,Single,High School,59581.0,4965.08,Employed,0.213,733,15264.99,Debt consolidation,10.96,36,499.47,C1,4,81045.44,15511.6,2,0,2
39,Married,Bachelor's,51052.52,4254.38,Employed,0.032,635,18016.58,Debt consolidation,13.71,60,416.51,D3,5,81545.57,61616.22,4,0,4
51,Divorced,High School,39856.67,3321.39,Employed,0.138,737,28537.56,Debt consolidation,16.29,60,698.38,C3,7,63400.36,44978.58,5,0,5
21,Divorced,High School,27090.82,2257.57,Employed,0.098,626,21422.49,Business,16.02,36,753.36,D5,4,34846.93,29606.82,2,0,2
55,Single,High School,34054.84,2837.9,Self-employed,0.036,669,11159.45,Debt consolidation,10.59,60,240.36,D5,8,33773.17,30189.14,0,0,1
41,Married,Master's,25501.5,2125.12,Self-employed,0.377,647,26039.15,Debt consolidation,13.02,36,877.61,D5,4,19683.34,12643.08,2,0,2
24,Married,High School,52303.65,4358.64,Employed,0.085,613,18930.58,Debt consolidation,13.48,36,642.23,D1,6,60469.94,19088.16,4,0,5
74,Married,High School,22824.59,1902.05,Employed,0.089,679,9849.18,Debt consolidation,7.54,60,197.54,C4,6,18368.68,4461.52,3,0,3
30,Married,Bachelor's,54979.94,4581.66,Employed,0.085,657,23800.94,Debt consolidation,12.26,36,793.49,D1,7,64980.19,29501.13,1,0,1
36,Single,High School,11140.79,928.4,Employed,0.097,684,500.0,Vacation,12.54,36,16.74,C1,3,10710.2,1868.61,2,0,2
35,Single,Master's,27588.7,2299.06,Employed,0.361,633,2694.51,Debt consolidation,13.76,36,91.78,D5,3,37702.17,14713.89,2,0,2
74,Married,High School,45263.99,3772.0,Self-employed,0.251,760,23903.49,Other,11.83,60,529.67,B2,3,49859.94,5109.82,2,0,2
72,Single,High School,73868.43,6155.7,Employed,0.126,623,500.0,Other,12.03,60,11.13,D3,6,74063.06,24456.38,3,0,6
27,Married,Bachelor's,10212.73,851.06,Employed,0.348,669,7574.2,Debt consolidation,15.5,36,264.42,D1,1,8843.47,6915.75,4,0,4
36,Married,Bachelor's,22539.88,1878.32,Employed,0.152,710,13223.8,Home,10.2,60,282.27,C4,4,28401.7,23940.83,1,0,1
31,Married,Bachelor's,36200.89,3016.74,Employed,0.095,579,2049.54,Other,13.87,36,69.92,F1,6,29778.99,20983.82,0,0,1
65,Single,Bachelor's,64847.0,5403.92,Employed,0.031,850,5153.35,Education,5.05,36,154.57,A4,4,62111.89,20470.79,0,0,0
67,Single,Bachelor's,34571.51,2880.96,Retired,0.107,620,9430.45,Other,8.66,36,298.4,D3,4,46072.54,30402.7,1,0,2
42,Single,Master's,61497.06,5124.76,Unemployed,0.102,763,12008.24,Other,13.27,36,406.17,B5,4,42606.74,23673.29,2,0,2
69,Married,Other,17675.88,1472.99,Employed,0.13,611,17408.63,Debt consolidation,12.93,36,585.98,D4,6,22615.18,17729.66,3,0,3
70,Married,Master's,39341.63,3278.47,Employed,0.316,762,6642.76,Education,10.94,36,217.29,B2,5,29180.36,16575.0,4,1,5
75,Married,High School,84973.69,7081.14,Employed,0.176,850,30341.96,Car,10.23,36,982.33,A1,4,116189.62,92892.34,5,0,5
31,Married,Bachelor's,18144.63,1512.05,Student,0.07,654,19850.21,Debt consolidation,11.74,60,438.95,D1,4,22588.72,9971.67,3,0,4
21,Single,Bachelor's,71796.64,5983.05,Unemployed,0.022,691,34549.81,Business,15.02,36,1198.02,C2,4,83536.2,48237.55,2,0,3
45,Married,PhD,43789.29,3649.11,Self-employed,0.191,612,28594.02,Other,10.95,36,935.45,D4,8,34701.25,9792.15,3,0,3
28,Married,Bachelor's,14666.01,1222.17,Employed,0.233,571,15295.53,Debt consolidation,13.78,36,521.13,F5,4,21502.11,5683.05,1,0,1
27,Single,PhD,18919.66,1576.64,Employed,0.079,714,12511.93,Other,12.75,36,420.07,C2,5,22886.43,2328.37,1,1,2
27,Divorced,Bachelor's,50945.1,4245.42,Unemployed,0.129,648,15104.9,Medical,15.98,36,530.89,D4,8,83685.22,57827.08,0,0,1
48,Married,High School,38837.54,3236.46,Employed,0.115,600,25735.74,Vacation,17.82,36,928.09,E1,5,51095.81,39101.11,3,0,4
61,Married,High School,52658.13,4388.18,Employed,0.11,730,29090.78,Debt consolidation,14.22,36,997.37,C3,3,77339.16,32987.76,0,0,0
42,Married,Master's,39339.02,3278.25,Unemployed,0.1,675,24507.9,Car,15.79,60,593.25,C4,8,28713.08,26116.88,2,0,3
58,Married,Master's,30561.03,2546.75,Retired,0.297,688,9226.63,Debt consolidation,8.98,60,191.44,C5,0,18124.25,12776.09,2,0,2
31,Married,High School,37546.12,3128.84,Employed,0.181,611,20777.19,Debt consolidation,13.14,60,474.24,D2,4,51469.53,46413.7,3,0,3
68,Married,High School,13579.57,1131.63,Employed,0.07,723,9980.02,Other,11.99,36,331.43,C4,12,19184.37,2125.57,0,0,1
61,Single,High School,31543.82,2628.65,Self-employed,0.089,693,7745.11,Other,13.32,36,262.16,C2,6,40293.89,21381.59,0,0,2
69,Married,Master's,23987.68,1998.97,Employed,0.298,663,27773.05,Debt consolidation,17.18,36,992.67,D3,7,32858.93,6358.55,3,0,4
39,Single,Bachelor's,30985.21,2582.1,Employed,0.116,586,17323.74,Debt consolidation,11.83,36,573.99,E2,2,27470.3,15166.27,1,0,2
64,Married,High School,112671.14,9389.26,Employed,0.148,629,24798.16,Debt consolidation,11.33,36,815.74,D1,7,139805.47,28747.23,2,0,2
34,Single,High School,12289.07,1024.09,Employed,0.095,746,14494.76,Home,13.79,60,335.69,B3,4,14672.1,5111.49,1,0,1
63,Single,High School,18149.43,1512.45,Employed,0.206,629,15925.54,Debt consolidation,13.52,36,540.59,D2,4,16953.34,8819.94,4,0,4
60,Single,Bachelor's,42664.98,3555.42,Employed,0.079,685,14942.73,Business,14.96,36,517.7,C1,7,42676.15,37149.91,0,0,0
70,Single,Bachelor's,48939.26,4078.27,Employed,0.06,701,11729.23,Debt consolidation,13.2,36,396.33,C5,5,52510.82,15927.85,1,0,2
52,Married,High School,23141.38,1928.45,Unemployed,0.351,650,17907.71,Debt consolidation,14.45,60,420.87,D4,5,32015.84,16333.32,3,0,3
58,Single,Other,17918.8,1493.23,Employed,0.152,696,13608.3,Medical,11.31,36,447.52,C4,6,17220.6,3807.0,1,0,1
31,Single,PhD,53679.54,4473.3,Employed,0.232,724,13418.47,Debt consolidation,8.69,36,424.77,C1,3,38832.02,6491.06,1,0,3
72,Married,Bachelor's,13970.65,1164.22,Retired,0.227,668,7908.89,Home,12.45,36,264.39,D5,3,16716.42,5622.6,2,0,2
61,Married,Bachelor's,68750.01,5729.17,Employed,0.104,690,8166.35,Business,13.43,60,187.61,C4,5,105627.73,29200.19,1,0,3
39,Married,Bachelor's,55804.21,4650.35,Employed,0.187,697,22458.87,Home,16.18,36,791.58,C5,4,83921.9,75148.33,1,0,1
33,Married,Master's,45140.7,3761.72,Unemployed,0.278,801,16355.25,Debt consolidation,8.83,60,338.16,A3,6,53467.03,9035.15,3,0,4
62,Married,Bachelor's,24388.97,2032.41,Self-employed,0.199,739,20744.14,Debt consolidation,11.42,36,683.27,C3,5,34537.38,16422.33,3,0,3
56,Widowed,Bachelor's,101408.03,8450.67,Retired,0.057,562,6087.28,Other,14.15,60,142.11,F2,5,55900.74,23330.52,1,0,1
62,Single,Bachelor's,42998.41,3583.2,Unemployed,0.134,840,24985.65,Other,8.09,36,784.0,A1,4,41809.23,38047.92,1,0,1
21,Married,Master's,21591.79,1799.32,Employed,0.152,647,10709.85,Car,12.85,60,242.86,D5,5,24297.13,15893.81,5,0,6
26,Single,Bachelor's,21341.14,1778.43,Employed,0.254,594,9605.16,Other,14.35,36,329.92,E1,9,27770.2,23301.94,2,0,2
64,Married,High School,35116.13,2926.34,Employed,0.107,791,20570.93,Other,13.74,36,700.47,B2,6,57354.33,28030.28,2,0,3
52,Married,High School,41381.68,3448.47,Employed,0.377,785,18146.09,Education,8.2,60,369.68,B3,5,27829.79,7567.2,1,0,2
66,Married,Master's,39919.59,3326.63,Unemployed,0.373,593,6595.07,Other,13.78,36,224.7,E3,7,65490.94,61924.43,3,0,4
28,Married,High School,37481.81,3123.48,Employed,0.078,759,13676.11,Other,11.8,60,302.84,B3,7,31647.58,14508.97,2,0,2
36,Married,Bachelor's,86829.21,7235.77,Self-employed,0.056,650,18855.24,Debt consolidation,14.16,60,440.29,D5,7,133863.43,56320.05,1,0,1
64,Single,Bachelor's,70409.0,5867.42,Unemployed,0.09,707,5095.21,Debt consolidation,13.08,36,171.87,C2,6,83924.89,63274.01,0,0,0
51,Divorced,High School,62228.45,5185.7,Employed,0.169,628,11283.3,Other,11.79,36,373.64,D3,5,46291.13,24273.8,2,0,2
63,Married,Bachelor's,22602.51,1883.54,Unemployed,0.223,680,33933.48,Other,12.92,60,770.7,C3,7,28123.16,12791.53,1,0,1
47,Married,Bachelor's,27174.48,2264.54,Self-employed,0.038,678,14184.1,Debt consolidation,12.86,36,476.96,C2,6,23069.06,18102.0,0,0,1
